Bar,Date,Time,Open,High,Low,Close
67,02/03/12,00:00,590.66,597.07,588.05,596.33
68,02/06/12,00:00,595.01,610.83,594.01,609.09
69,02/07/12,00:00,607.15,609.39,603.7622,606.77
70,02/08/12,00:00,608.64,611.35,604.7417,609.85
71,02/09/12,00:00,612.02,614.50,609.00,611.46
72,02/10/12,00:00,607.88,608.13,604.00,605.91
73,02/13/12,00:00,610.50,613.8385,610.02,612.20
74,02/14/12,00:00,611.54,612.00,604.76,609.76
75,02/15/12,00:00,612.93,612.93,602.56,605.56
76,02/16/12,00:00,602.82,608.81,597.73,606.52
77,02/17/12,00:00,604.97,607.63,602.40,604.64
78,02/21/12,00:00,603.87,617.88,602.88,614.00
79,02/22/12,00:00,611.96,616.78,606.71,607.94
80,02/23/12,00:00,607.00,607.94,600.35,606.11
81,02/24/12,00:00,607.35,611.65,605.51,609.90
82,02/27/12,00:00,606.59,612.36,605.06,609.31
83,02/28/12,00:00,610.00,619.77,607.68,618.39
84,02/29/12,00:00,618.60,625.60,615.50,618.25
85,03/01/12,00:00,622.26,625.70,618.15,622.40
86,03/02/12,00:00,622.00,624.00,620.32,621.25
87,03/05/12,00:00,620.43,622.49,611.38,614.25
88,03/06/12,00:00,608.05,608.81,593.84,604.96
89,03/07/12,00:00,609.05,611.1878,605.86,606.80
90,03/08/12,00:00,610.04,611.50,606.35,607.14
91,03/09/12,00:00,607.95,611.90,600.00,600.25
92,03/12/12,00:00,600.00,607.00,599.26,605.15
93,03/13/12,00:00,608.75,617.85,605.552,617.78
94,03/14/12,00:00,615.00,622.78,613.46,615.99
95,03/15/12,00:00,616.60,623.50,614.83,621.13
96,03/16/12,00:00,620.89,625.908,620.05,625.04
97,03/19/12,00:00,623.12,637.27,621.241,633.98
98,03/20/12,00:00,630.92,636.06,627.27,633.49
99,03/21/12,00:00,634.61,647.39,632.51,639.98
100,03/22/12,00:00,638.50,648.80,631.00,646.05
101,03/23/12,00:00,646.60,648.50,640.90,642.59
102,03/26/12,00:00,645.00,649.49,639.54,649.33
103,03/27/12,00:00,647.03,653.50,644.80,647.02
104,03/28/12,00:00,652.03,658.589,651.08,655.76
105,03/29/12,00:00,653.44,656.59,644.30,648.41
106,03/30/12,00:00,651.75,653.49,641.00,641.24
107,04/02/12,00:00,640.77,647.50,634.84,646.92
108,04/03/12,00:00,645.41,647.95,638.64,642.62
109,04/04/12,00:00,638.45,639.00,631.10,635.15
110,04/05/12,00:00,632.24,636.43,628.57,632.32
111,04/09/12,00:00,628.48,635.33,625.29,630.84
112,04/10/12,00:00,633.52,634.50,624.55,626.86
113,04/11/12,00:00,633.97,636.00,631.30,635.96
114,04/12/12,00:00,642.35,653.14,640.26,651.01
115,04/13/12,00:00,647.55,648.99,623.54,624.60
116,04/16/12,00:00,623.00,623.81,601.66,606.07
117,04/17/12,00:00,608.56,617.69,607.01,609.57
118,04/18/12,00:00,608.05,612.80,602.81,607.45
119,04/19/12,00:00,605.69,616.26,599.00,599.30
120,04/20/12,00:00,604.25,608.85,595.83,596.06
121,04/23/12,00:00,592.90,598.45,590.20,597.60
122,04/24/12,00:00,598.24,606.63,597.32,601.27
123,04/25/12,00:00,604.00,611.35,602.88,609.72
124,04/26/12,00:00,610.91,618.00,609.70,615.47
125,04/27/12,00:00,615.02,616.74,610.60,614.98
